0;0;40;60;99
0;1;32;59;93
0;2;30;56;89
0;3;28;58;91
0;4;18;61;93
0;5;11;63;94
0;6;6;64;94
0;7;1;64;95
0;8;0;64;95
0;9;0;64;96
0;10;0;63;96
0;11;0;63;97
0;12;4;64;98
0;13;31;65;100
0;14;32;66;101
0;15;31;65;100
0;16;29;64;99
0;17;7;66;103
0;18;5;68;108
0;19;22;67;105
0;20;7;68;109
0;21;0;69;112
0;22;0;62;121
0;23;0;56;129
0;24;0;65;126
0;25;0;73;123
0;26;0;73;127
0;27;0;75;138
0;28;0;76;142
0;29;0;76;143
0;30;0;78;149
0;31;0;79;156
0;32;0;79;160
0;33;0;80;162
0;34;0;80;164
0;35;0;80;165
0;36;0;81;165
0;37;0;82;164
0;38;0;83;164
0;39;0;84;166
0;40;0;85;168
0;41;0;86;170
0;42;0;87;171
0;43;0;88;174
0;44;0;88;176
0;45;0;90;178
0;46;0;91;179
0;47;0;91;179
0;48;0;91;180
0;49;0;92;181
0;50;0;94;182
0;51;0;94;182
0;52;0;94;182
0;53;0;94;182
0;54;0;94;182
0;55;0;93;181
0;56;0;89;172
0;57;0;65;112
0;58;0;74;116
0;59;0;61;115
0;60;0;60;114
0;61;0;59;113
0;62;0;56;104
0;63;0;54;100
0;64;0;53;100
0;65;0;56;98
0;66;0;55;99
0;67;3;50;92
0;68;5;49;93
0;69;2;49;95
0;70;0;48;94
0;71;2;49;92
0;72;4;50;98
0;73;0;53;102
0;74;0;53;103
0;75;0;51;104
0;76;0;50;104
0;77;1;49;119
0;78;0;46;102
0;79;0;45;98
0;80;0;45;103
0;81;0;46;109
0;82;0;46;113
0;83;0;47;115
0;84;16;40;101
0;85;9;46;120
0;86;13;40;98
0;87;14;38;86
0;88;16;38;84
0;89;9;40;78
0;90;6;41;79
0;91;9;41;79
0;92;11;41;76
0;93;14;39;70
0;94;13;40;71
0;95;13;39;69
0;96;17;39;65
0;97;19;38;63
0;98;21;38;62
0;99;21;38;62
0;100;21;39;63
0;101;21;39;62
0;102;21;39;63
0;103;19;39;62
0;104;16;41;67
0;105;9;46;80
0;106;5;50;98
0;107;6;43;87
0;108;15;39;77
0;109;12;41;84
0;110;17;32;63
0;111;20;28;53
1;0;41;60;97
1;1;32;59;93
1;2;30;57;90
1;3;27;59;92
1;4;17;61;93
1;5;9;63;94
1;6;3;64;94
1;7;0;65;96
1;8;0;65;96
1;9;0;65;97
1;10;0;64;97
1;11;0;64;97
1;12;29;66;101
1;13;33;65;100
1;14;34;65;100
1;15;31;64;103
1;16;18;61;108
1;17;1;65;104
1;18;37;66;103
1;19;40;66;102
1;20;28;67;106
1;21;5;67;109
1;22;10;62;111
1;23;7;61;116
1;24;23;68;110
1;25;0;73;123
1;26;0;75;127
1;27;0;75;132
1;28;0;75;134
1;29;0;76;139
1;30;0;79;149
1;31;0;80;155
1;32;0;80;159
1;33;0;81;162
1;34;0;81;164
1;35;0;83;165
1;36;0;83;165
1;37;0;85;165
1;38;0;85;166
1;39;0;85;168
1;40;0;86;169
1;41;0;89;176
1;42;0;92;183
1;43;0;90;178
1;44;0;92;179
1;45;0;92;180
1;46;0;92;181
